gpi_score,ppi_score,gti_score,pvi_score,iso3,cluster
-0.9106037776533286,-1.0254735649453923,-0.5217209202999922,1.823856990079992,AND,1
-0.455139420950044,-0.638579125416847,-0.1908931359448186,0.8796343821858748,ARE,5
2.4056451244779424,1.527276394892465,2.4835105845134264,-2.4155966089802017,AFG,4
-0.455139420950044,-0.2524918370138823,-0.7087181824109287,0.3645667456296772,ALB,5
-0.2916083354315777,-0.2242415476185435,-0.3922207006998938,-0.6908572153304525,ARM,0
-0.101831520138542,1.0470214751717044,0.0196656053601615,-0.1824692300443198,AGO,0
-0.5439711217255074,-0.3237901864402142,-0.3566147340074022,0.0405616711611858,ARG,5
-1.5009308073520886,-1.4685995328894217,-0.4528827180278421,0.9322251566386852,AUT,1
-1.0749424240879355,-1.6972923518040692,0.158572833444449,1.1292837760941707,AUS,1
0.0596806630895726,0.5856000817145032,-0.6062960806905519,-0.5881689398701824,AZE,0
-0.2875705308508748,0.5134945811625906,-0.1733099425164282,-0.1948390880694701,BIH,0
-1.257047410677635,-1.4123680044739373,-0.3312949354705193,1.4107691545312566,BRB,1
0.566425137967783,0.8627219681640175,0.6232087197896764,-0.773590481659432,BGD,3
-1.1011881538625046,-1.5439336379436586,-0.1166041437098676,0.5943900526600705,BEL,1
1.975618936633086,0.7039822467997326,3.063316387814614,-1.947777898890976,BFA,4
-0.8629576836010339,-0.451589114657223,-0.7087181824109287,0.529778493374152,BGR,5
0.1242855363808186,0.1645362445363578,-0.6827829721040525,-0.2163037346991102,BHR,0
1.0832641242977503,1.2703332865824777,1.0685030933636743,-1.048483477124463,BDI,3
0.3504025929001789,0.4039910784587537,1.4021441886673902,-0.1877372284560321,BEN,3
-1.3430526482466063,-1.8261674815218527,-0.1625841945251094,1.5972009522822388,BRN,1
-0.065491278912217,0.449729642241683,-0.7087181824109287,-0.1529508641378705,BOL,0
0.8773360906819043,0.1752982595441059,-0.0801190173459565,-0.2523662445077391,BRA,0
-0.604941970894121,-0.2511465851379139,-0.7035311403495533,1.2246561757198575,BHS,5
-1.0123564530870417,0.0004155156681984,-0.7087181824109287,1.197805495607344,BTN,5
-0.5944436789842927,-0.1381454275565584,-0.7087181824109287,1.2557965609371593,BWA,5
0.4634611211598594,0.3030971877611146,-0.6062960806905519,-0.5867220162688551,BLR,0
-0.5665828273774436,-0.9625157771500656,-0.3518672717817367,0.7835323394492127,BLZ,5
-1.1032070561528549,-1.6730778180366357,0.1132961103663427,1.0306474582558576,CAN,1
1.7656530984365364,1.7855647550784204,-0.288040279636678,-2.1227483669843163,CAF,2
