iso2,gpi_score,ppi_score,numbeo_safety_index,gti_score,numbeo_crime_index
MC,,,1.4334677237627755,,-1.433467723762776
MD,-0.3100775567445637,-0.09295152855846568,0.05107686757482768,-0.7184462307522365,-0.05107686757482815
ME,-0.7807783245789435,-0.40563229596856004,0.6369472780544813,-0.7184462307522365,-0.6369472780544817
MG,-0.35654158103722766,0.6981847234662116,,-0.7184462307522365,
ML,1.998982433103918,0.935390822880766,,2.6560465138924694,
MN,-0.7120923756245703,-0.2317710071931198,-0.4623825932949818,-0.7184462307522365,0.4623825932949814
MR,0.2676924844598688,1.0782535873008952,,-0.7184462307522365,
MT,,,0.13665344438646237,,-0.13665344438646282
MU,-0.9807756465343241,-0.5794935847440003,-0.32414350767618694,-0.7184462307522365,0.3241435076761865
MV,,,-0.5940388653128816,,0.5940388653128812
MW,-0.2353310828824516,0.5391488159041812,,-0.7184462307522365,
MX,1.1404080711742555,0.24668447742146382,-0.5479591701066165,-0.4700644453237278,0.547959170106616
MY,-1.2171361179361373,-0.4123711056110188,-0.2517325580663419,-0.024513613730320478,0.2517325580663415
MZ,0.40708455733786103,0.7480519148204082,-0.989007681366581,1.9493107120546507,0.9890076813665806
,-0.570680127777332,0.12942918964267888,-1.2128233437970106,-0.7184462307522365,1.2128233437970102
NE,1.3888895923915459,0.8882191553835533,,2.600139273529695,
NG,1.6111088390086357,1.1712491603668282,-1.4168905654247554,2.549780079920479,1.4168905654247543
NI,0.27375300936760694,0.7413131051779488,-0.37680601648334666,-0.7184462307522365,0.3768060164833462
NL,-1.1726922686127184,-1.814043511242475,1.1964864341305554,-0.1201107270223923,-1.1964864341305559
NO,-0.8636054983180407,-2.1415496598659787,0.7949348044759613,-0.20717238377052927,-0.7949348044759619
NP,-0.17068548386657062,0.6766205326103432,0.5513707012428466,-0.24344807408225344,-0.551370701242847
NZ,-1.5949088371851885,-1.8719972741676218,-0.2056528628600773,-0.6258365272505414,0.20565286286007683
OM,-0.6737090512088915,-0.04443209913276138,1.7626084038075251,0.530717834452652,-1.7626084038075256
PA,-0.13230215945089263,-0.29781134168921714,0.15640188518914713,-0.7184462307522365,-0.1564018851891476
PE,0.003049563488607063,0.09034409371641723,-1.4498046334292303,0.16155933892746271,1.4498046334292294
PG,0.3202170336602709,0.7372698193924739,-2.318736028747369,-0.7184462307522365,2.3187360287473684
PH,0.1545626861820778,0.3881994799131012,0.13007063078556727,1.4862621945461765,-0.13007063078556774
PK,1.4656562412229044,0.8046579158170629,0.09057374918019724,2.855349424193352,-0.09057374918019771
PL,-0.724213425440048,-0.845002684656882,1.058247348511761,0.1188820562077878,-1.0582473485117614
PR,,,-1.0811670717791109,,1.0811670717791104
PT,-1.415113264922271,-1.4878851245474631,0.8541801268840167,-0.7184462307522365,-0.8541801268840167
PY,-0.18280653368204822,0.2574665728493981,-0.9692592405638958,-0.6872918143668736,0.9692592405638953
QA,-0.9666344217496005,-0.4110233436825272,1.9271787438298997,-0.7184462307522365,-1.9271787438299004
RO,-0.7080520256860778,-0.5390607268892464,0.8410144996822265,-0.7184462307522365,-0.841014499682227
RS,-0.31815825662154884,-0.1616873869115469,0.5184566332383715,-0.4700644453237278,-0.5184566332383721
RU,2.766648921417499,0.3706785748427081,0.41971442922494673,1.9561390772897986,-0.4197144292249472
RW,-0.07169691037350416,0.6011458646148037,1.1964864341305554,-0.7184462307522365,-1.1964864341305559
SA,-0.0737170853427502,0.13347247542815377,1.393970842157405,-0.3578231917709825,-1.3939708421574055
SD,2.52826827504644,1.3720656877121047,-0.02791689563591239,-0.7184462307522365,0.02791689563591192
SE,-0.732294125317033,-2.1280720405810607,-0.19248723565828713,0.06766931694417808,0.19248723565828668
SG,-1.4433957144917182,-1.6913971757497228,1.4795474189690407,-0.7184462307522365,-1.4795474189690407
SI,-1.3383466160909132,-1.377368646411137,1.4005536557583007,-0.7184462307522365,-1.4005536557583012
SK,-0.9343116222416602,-0.9487803531507494,0.9265910764938612,-0.28185762852996094,-0.9265910764938616
SL,-0.3727029807911978,0.6577518656114584,,-0.7184462307522365,
SN,-0.2737144072981309,0.19277400028179237,,-0.04499870943576414,
SO,1.8414087855027097,1.7386569322618692,-1.2391545982005905,2.5310020755238214,1.23915459820059
SS,2.112112231381709,1.8276092195423281,,-0.7184462307522365,
SV,0.13032058655112305,0.3235069073454955,-0.8902654773531562,-0.7184462307522365,0.8902654773531558
SY,2.2474639543212094,1.5054941186327906,-1.5156327694381801,2.698297023784948,1.5156327694381793
TD,1.0535405474966657,1.6348792637680019,,1.4290746357018118,
TG,0.625263454016457,0.7116623427511298,,1.4171249965403026,
TH,-0.11008023478918348,-0.01612909863443402,0.511873819637477,1.2575119591687176,-0.5118738196374775
TJ,-0.15250390914335488,0.8531773452427672,,-0.29210017638268293,
TL,-0.6333055518239661,0.36393976520024934,,-0.7184462307522365,
TM,-0.10603988485069049,0.8666549645276848,,-0.7184462307522365,
TN,-0.14846355920486234,-0.025563432133876674,-0.0015856412323325222,0.2136256238454666,0.0015856412323320545
TR,1.5767658645314484,0.33833228855890524,0.255144089202572,0.9749883475644693,-0.2551440892025725
TT,-0.10401970988144445,,,-0.7184462307522365,
TW,-0.689870450962862,-0.9636057343641585,1.8416021670182652,-0.7184462307522365,-1.8416021670182652
TZ,-0.21512933318998895,0.43537114741031385,-0.5545419837075116,-0.04713257357174785,0.5545419837075111
UA,2.752507696632776,0.02430375922031926,-0.12665909964933725,0.13637974212285472,0.12665909964933678
UG,0.29395475906007007,0.8491340594572917,-0.5940388653128816,0.8614667755301336,0.5940388653128812
US,0.750514302109726,-1.1630744997809428,-0.2714809988690272,0.7825138024987347,0.2714809988690267
UY,-0.5807810026235631,-1.1900297383507785,-0.45579977969408675,-0.6932666339476286,0.45579977969408625
UZ,-0.2939161569905936,0.41380695655444527,1.1306582981216056,-0.6190081620153934,-1.130658298121606
VE,1.2535378694520465,1.2521148760763352,-2.345067283150949,-0.4154375234425441,2.3450672831509487
VN,-0.7080520256860778,0.15773219014100623,0.28147534360615234,-0.7184462307522365,-0.2814753436061528
YE,2.405037601922418,1.8073927906149505,-1.2259889709988008,1.449559731407256,1.2259889709988003
ZA,0.5565775050620839,0.06473661707507314,-1.9500984670972494,-0.7184462307522365,1.9500984670972492
ZM,-0.31815825662154884,0.5418443397611651,-0.03449970923680747,-0.7184462307522365,0.034499709236807
ZW,0.3060758088755472,1.0270386340182074,-1.0285045629719511,-0.7184462307522365,1.0285045629719505
